comparison,gap_change,ci_low,ci_high
multifield_moderate_minus_independent,0.039390081258065486,0.030446478735825903,0.04833368378030507
multifield_strong_minus_independent,0.07547448975177606,0.06393724272974487,0.08701173677380726
